"","Length","gencodeID","ensemblID","gene_type","Symbol","EntrezID","Class","meanExprs","NumTx","gencodeTx","passExprsCut","logFC","AveExpr","t","P.Value","adj.P.Val","B","region","type"
"e145779",211,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.59742382694577,5,"c(""ENST00000233954.5""; ""ENST00000311734.6""; ""ENST00000409584.5""; ""ENST00000482701.5""; ""ENST00000427077.1"")",TRUE,1.21389026120107,-5.02552519141571,5.31431701011384,1.87358705397993e-07,0.00394444641849979,3.66918362647827,"DLPFC","exon"
"e145784",146,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.553132476693687,1,"ENST00000233954.5",TRUE,1.0591414643104,-5.32210501735019,5.16069516946339,4.06058241531089e-07,0.00619368444619707,2.79128716931876,"DLPFC","exon"
"e145790",186,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.647116068029418,1,"ENST00000473175.1",TRUE,1.19868174726763,-5.06749117534652,5.32102541262896,1.81061631252602e-07,0.00394444641849979,3.63733873583427,"DLPFC","exon"
"e145791",99,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.575774995761398,1,"ENST00000473175.1",TRUE,0.803262275343756,-5.6094545241099,4.33396016116325,1.89901341296426e-05,0.0342325652888002,0.191339298830226,"DLPFC","exon"
"e145796",55,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.936509971375631,1,"ENST00000447231.5",TRUE,0.74115789085275,-5.70702466552835,3.9324068221691,0.000100753803130243,0.0610214018147884,-0.830555158610897,"DLPFC","exon"
"e145805",88,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.429827892308525,1,"ENST00000463990.1",TRUE,0.645356744684313,-5.78801227418411,3.79467980449961,0.000173180883864337,0.070586428022169,-1.23231506465622,"DLPFC","exon"
"e145807",80,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.470953674005137,1,"ENST00000409584.5",TRUE,0.648961390339615,-5.79324712418959,3.81578813489642,0.000159548349364135,0.0688220495120805,-1.19582804173887,"DLPFC","exon"
"e145813",100,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.678117501529861,1,"ENST00000409584.5",TRUE,0.8279531740511,-5.53990459099724,3.93958100337433,9.79084352274446e-05,0.0606775404203131,-0.640912852924421,"DLPFC","exon"
"e145815",57,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.648228555418929,1,"ENST00000482701.5",TRUE,0.64294928298506,-5.81317173533097,3.80457323909947,0.000166659792707093,0.0696464073457927,-1.23467569333492,"DLPFC","exon"
"e145819",32,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",1.29666109149797,1,"ENST00000482701.5",TRUE,0.730698915282407,-5.81976183997576,3.97894731028246,8.36029667815058e-05,0.0580657011823291,-0.859819044195298,"DLPFC","exon"
"e145820",50,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.737692995801918,1,"ENST00000427077.1",TRUE,0.644229641805274,-5.81488890934263,3.81878937724949,0.000157694448155018,0.0684938222785558,-1.20887686953464,"DLPFC","exon"
"e145828",487,"ENSG00000115602.16","ENSG00000115602","protein_coding","IL1RL1",9173,"InGen",0.423359041105535,1,"ENST00000427077.1",TRUE,1.36281229378225,-4.61155836947807,5.91287044655534,7.76671823675467e-09,0.0014649188809565,6.85927725134501,"DLPFC","exon"
"e146102",50,"ENSG00000228528.1","ENSG00000228528","lincRNA","",NA,"InGen",0.609162343461455,1,"ENST00000453322.1",TRUE,0.487809568588115,-4.97889868970744,4.02020171218522,7.07513561177259e-05,0.0550172256141884,-0.500482432897084,"DLPFC","exon"
"e146284",311,"ENSG00000115641.18","ENSG00000115641","protein_coding","FHL2",2274,"InGen",0.820993377865668,1,"ENST00000409807.5",TRUE,-0.241172367334189,-1.72767161488981,-4.78903719019366,2.44576745797542e-06,0.0165779190031817,4.16125536768396,"DLPFC","exon"
"e146304",139,"ENSG00000115641.18","ENSG00000115641","protein_coding","FHL2",2274,"InGen",1.27701964032081,1,"ENST00000447958.1",TRUE,-0.205152198245447,-2.26213698086205,-3.62517066686491,0.000330044135888067,0.0896115104141373,-0.0704330629350665,"DLPFC","exon"
"e147543",5912,"ENSG00000144061.12","ENSG00000144061","protein_coding","NPHP1",4867,"InGen",0.401049763590944,1,"ENST00000496524.5",TRUE,0.107801455398735,1.14881002812979,3.74111735817658,0.000212876938081501,0.0758335586193459,0.273513756642787,"DLPFC","exon"
"e149001",225,"ENSG00000144136.10","ENSG00000144136","protein_coding","SLC20A1",6574,"InGen",7.62001849996214,1,"ENST00000413135.1",TRUE,-0.0821303527624573,1.13769819027424,-3.546673964167,0.000441283463081807,0.0988173459284993,-0.384723660004502,"DLPFC","exon"
"e149961",92,"ENSG00000175497.16","ENSG00000175497","protein_coding","DPP10",57628,"InGen",23.0703410047271,4,"c(""ENST00000410059.5""; ""ENST00000409163.5""; ""ENST00000393147.6""; ""ENST00000310323.12"")",TRUE,0.0642943984260461,1.54210954379104,3.56558829497588,0.000411649997569401,0.0967150436120426,-0.372727531569857,"DLPFC","exon"
"e150153",634,"ENSG00000088205.12","ENSG00000088205","protein_coding","DDX18",8886,"InGen",2.16701368932137,1,"ENST00000489933.1",TRUE,-0.0918294911132329,0.581475166820456,-4.01419983742948,7.24967454425473e-05,0.0553011433659845,1.33523313372549,"DLPFC","exon"
"e150833",131,"ENSG00000115109.13","ENSG00000115109","protein_coding","EPB41L5",57669,"InGen",17.4919091662441,1,"ENST00000263713.9",TRUE,0.0919064858352111,1.61175208086554,3.83148032817973,0.000150077813583018,0.0669497295210282,0.545482597360908,"DLPFC","exon"
"e150858",1021,"ENSG00000115109.13","ENSG00000115109","protein_coding","EPB41L5",57669,"InGen",3.72810060900273,1,"ENST00000443902.6",TRUE,0.0713739359033424,2.14373724398567,3.9937560084705,7.87539144824663e-05,0.0568897334557376,1.0876114501956,"DLPFC","exon"
"e150915",128,"ENSG00000115109.13","ENSG00000115109","protein_coding","EPB41L5",57669,"InGen",17.7744182256909,1,"ENST00000452780.1",TRUE,0.0924662907092835,1.60211231857383,3.84632786120759,0.000141608408021047,0.0659390884995866,0.60015989631711,"DLPFC","exon"
"e150938",84,"ENSG00000115109.13","ENSG00000115109","protein_coding","EPB41L5",57669,"InGen",23.4176815652622,1,"ENST00000488691.1",TRUE,0.0972579018002868,1.38328717569198,3.93189381634242,0.000100960242032113,0.0610214018147884,0.936831116288587,"DLPFC","exon"
"e152728",101,"ENSG00000136731.12","ENSG00000136731","protein_coding","UGGT1",56886,"InGen",8.29466845907943,3,"c(""ENST00000438277.5""; ""ENST00000376723.7""; ""ENST00000259253.10"")",TRUE,0.0983520580485814,-0.207309045266775,3.69119428256842,0.00025747092699632,0.0809437964418245,0.262432399373099,"DLPFC","exon"
"e160479",124,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.80053311373514,4,"c(""ENST00000339562.8""; ""ENST00000426264.5""; ""ENST00000409572.5""; ""ENST00000417972.5"")",TRUE,-0.413032682899548,-2.34980435270229,-4.27323791051205,2.46494619591269e-05,0.0365506267497306,1.94427664183702,"DLPFC","exon"
"e160480",866,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",1.42363930870567,3,"c(""ENST00000339562.8""; ""ENST00000409572.5""; ""ENST00000409108.6"")",TRUE,-0.278501901513691,-0.45340635394543,-4.02277104637746,7.00164415227983e-05,0.0547679101152582,1.44728818197281,"DLPFC","exon"
"e160483",203,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",3.1648122197723,7,"c(""ENST00000339562.8""; ""ENST00000426264.5""; ""ENST00000409572.5""; ""ENST00000417764.5""; ""ENST00000417972.5""; ""ENST00000409108.6""; ""ENST00000429376.5"")",TRUE,-0.269615712933956,-1.27422224733306,-3.57763670846445,0.000393757765392713,0.0950442092956411,-0.0680959144229787,"DLPFC","exon"
"e160484",179,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",3.88246674763916,3,"c(""ENST00000339562.8""; ""ENST00000426264.5""; ""ENST00000409572.5"")",TRUE,-0.283746357162555,-1.14423976866783,-4.02559549604534,6.92169248554809e-05,0.0545730729820302,1.4379219596701,"DLPFC","exon"
"e160485",1569,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.56562493486337,1,"ENST00000339562.8",TRUE,-0.251249368930738,1.41968787546656,-4.0421996044974,6.46893790619371e-05,0.0530361705267979,1.35184349310981,"DLPFC","exon"
"e160488",688,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",1.21338942276992,4,"c(""ENST00000426264.5""; ""ENST00000417764.5""; ""ENST00000417972.5""; ""ENST00000429376.5"")",TRUE,-0.26696123353505,-1.03745410863302,-3.66517081058939,0.000284069825916127,0.0842093262424483,0.218621838476255,"DLPFC","exon"
"e160493",919,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.93076696594565,1,"ENST00000426264.5",TRUE,-0.263713511270356,0.801544887502106,-4.1589314887078,3.99484791355775e-05,0.0446650656835984,1.86307727673204,"DLPFC","exon"
"e160501",903,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.97322972688449,1,"ENST00000409572.5",TRUE,-0.26435913790925,0.79570879625021,-4.15696126969648,4.02785476930833e-05,0.0448635260508111,1.8560819506385,"DLPFC","exon"
"e160502",121,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.84047787046128,1,"ENST00000417764.5",TRUE,-0.409559496363163,-2.36640861121754,-4.22477537731119,3.02885325285471e-05,0.0400397236525627,1.77173092850245,"DLPFC","exon"
"e160507",58,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",6.84662885913455,4,"c(""ENST00000417764.5""; ""ENST00000417972.5""; ""ENST00000409108.6""; ""ENST00000429376.5"")",TRUE,-0.320267403610493,-2.03705355477768,-4.16291291079644,3.92893263481942e-05,0.0446650656835984,1.71429797830231,"DLPFC","exon"
"e160508",901,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.97842335935204,2,"c(""ENST00000417764.5""; ""ENST00000417972.5"")",TRUE,-0.264657488189059,0.795126209768451,-4.16145537665655,3.95294196499067e-05,0.0446650656835984,1.87346937257608,"DLPFC","exon"
"e160517",40,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",5.03293611164291,1,"ENST00000409108.6",TRUE,-0.441858983118135,-3.18914271693134,-3.99147481253042,7.9483076442854e-05,0.0570312521436085,0.577856748234754,"DLPFC","exon"
"e160524",257,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",3.94212808365396,2,"c(""ENST00000409108.6""; ""ENST00000429376.5"")",TRUE,-0.251374176739244,-0.624097246625972,-3.61463956918342,0.000343262635099015,0.0907787276358679,0.0423934674663577,"DLPFC","exon"
"e160525",54,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",4.50820527583787,1,"ENST00000429376.5",TRUE,-0.435358765157446,-2.89646301264657,-4.1656563675724,3.88411734141417e-05,0.0446485480466682,1.28378503995639,"DLPFC","exon"
"e160533",208,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",2.41528152771164,1,"ENST00000406048.2",TRUE,-0.27680396375775,-1.78387278872727,-3.55770485060981,0.000423766827564857,0.0974012781725667,-0.173144517628034,"DLPFC","exon"
"e160537",776,"ENSG00000153234.13","ENSG00000153234","protein_coding","NR4A2",4929,"InGen",1.49557456538521,1,"ENST00000424077.1",TRUE,-0.277126938895847,-0.541122296219485,-3.98180685192642,8.26450811699501e-05,0.0578053513679406,1.30128416821923,"DLPFC","exon"
"e161219",2227,"ENSG00000115183.13","ENSG00000115183","protein_coding","TANC1",85461,"InGen",2.39095081266353,1,"ENST00000454300.5",TRUE,-0.126640078539611,1.83552229847639,-3.85238926358129,0.000138282481972871,0.0652862875574371,0.598926250574352,"DLPFC","exon"
"e161246",3082,"ENSG00000115183.13","ENSG00000115183","protein_coding","TANC1",85461,"InGen",2.47783480101868,2,"c(""ENST00000263635.7""; ""ENST00000496406.1"")",TRUE,-0.117609776450985,2.33228363639856,-3.83159611925375,0.000150009948588621,0.0669497295210282,0.471672957214782,"DLPFC","exon"
"e161258",3078,"ENSG00000115183.13","ENSG00000115183","protein_coding","TANC1",85461,"InGen",2.4802099341449,1,"ENST00000470074.1",TRUE,-0.1178203079258,2.33179395447717,-3.83799970859224,0.000146301655502355,0.0661105785968994,0.494960843493713,"DLPFC","exon"
"e162195",416,"ENSG00000115233.11","ENSG00000115233","protein_coding","PSMD14",10213,"InGen",12.2431922255816,1,"ENST00000409682.7",TRUE,-0.0571773357683596,2.52301326671704,-3.96580115871835,8.81438067684547e-05,0.0582258549155625,0.950645386907802,"DLPFC","exon"
"e162209",414,"ENSG00000115233.11","ENSG00000115233","protein_coding","PSMD14",10213,"InGen",12.3023088290323,2,"c(""ENST00000477232.5""; ""ENST00000492908.1"")",TRUE,-0.0571773357683596,2.52301326671704,-3.96580115871835,8.81438067684547e-05,0.0582258549155625,0.950645386907802,"DLPFC","exon"
"e162215",155,"ENSG00000136535.14","ENSG00000136535","protein_coding","TBR1",10716,"InGen",11.02885227081,1,"ENST00000389554.7",TRUE,-0.100397636515693,1.07027071360001,-3.72484671523303,0.00022654194519428,0.0773838796304764,0.230134116860782,"DLPFC","exon"
"e162217",159,"ENSG00000136535.14","ENSG00000136535","protein_coding","TBR1",10716,"InGen",10.9269782439485,3,"c(""ENST00000389554.7""; ""ENST00000411412.5""; ""ENST00000410035.1"")",TRUE,-0.0915906256307748,1.09525879397637,-3.56542179748425,0.000411902510058722,0.0967150436120426,-0.319883687323698,"DLPFC","exon"
"e162219",2502,"ENSG00000136535.14","ENSG00000136535","protein_coding","TBR1",10716,"InGen",6.16163386356585,1,"ENST00000389554.7",TRUE,-0.111081730686496,4.24769708816209,-4.82717358446708,2.04437796230048e-06,0.0150141767670928,4.3518897871654,"DLPFC","exon"
"e162245",385,"ENSG00000144290.16","ENSG00000144290","protein_coding","SLC4A10",57282,"InGen",5.44289290380714,1,"ENST00000482861.5",TRUE,-0.118827699625238,1.30276181267603,-4.35975894185098,1.69826298461913e-05,0.0337237362891336,2.60265015337043,"DLPFC","exon"
"e162249",344,"ENSG00000144290.16","ENSG00000144290","protein_coding","SLC4A10",57282,"InGen",5.85490163583331,1,"ENST00000605990.5",TRUE,-0.120330921959581,1.2418124717281,-4.33590841686127,1.88309357527934e-05,0.0341870896065061,2.51225485688984,"DLPFC","exon"
"e163248",197,"ENSG00000153253.15","ENSG00000153253","protein_coding","SCN3A",6328,"InGen",10.3011891217277,4,"c(""ENST00000360093.7""; ""ENST00000283254.11""; ""ENST00000409101.7""; ""ENST00000453007.1"")",TRUE,0.0778985150403139,0.917693456744383,3.57541141341251,0.000397006464508499,0.0953063043064008,-0.26493435035493,"DLPFC","exon"
"e164942",224,"ENSG00000073737.16","ENSG00000073737","protein_coding","DHRS9",10170,"InGen",0.639692067206861,1,"ENST00000421653.5",TRUE,-0.391011204971059,-3.22617517894419,-3.85859126413124,0.000134955971693196,0.0644058292683545,0.245294795764702,"DLPFC","exon"
"e166870",163,"ENSG00000077380.15","ENSG00000077380","protein_coding","DYNC1I2",1781,"InGen",25.2244873110422,11,"c(""ENST00000452242.5""; ""ENST00000340296.8""; ""ENST00000397119.7""; ""ENST00000410079.7""; ""ENST00000508530.5""; ""ENST00000409197.5""; ""ENST00000409317.5""; ""ENST00000409773.5""; ""ENST00000409453.5""; ""ENST00000435234.5""; ""ENST00000482454.5"")",TRUE,-0.0791423819106635,2.11766158972399,-4.31273772102131,2.08097819578209e-05,0.0355724386128384,2.3374213369944,"DLPFC","exon"
"e166908",145,"ENSG00000077380.15","ENSG00000077380","protein_coding","DYNC1I2",1781,"InGen",19.0113392921526,6,"c(""ENST00000410079.7""; ""ENST00000438879.5""; ""ENST00000456808.5""; ""ENST00000411953.5""; ""ENST00000412370.5""; ""ENST00000423910.5"")",TRUE,-0.0718740551161026,1.58225179771269,-3.7329401692893,0.000219644424183242,0.0769498627878644,0.201098146714568,"DLPFC","exon"
"e167033",37,"ENSG00000077380.15","ENSG00000077380","protein_coding","DYNC1I2",1781,"InGen",41.3934307873709,1,"ENST00000445378.5",TRUE,-0.0875064387784338,0.613497484344175,-3.67399146746366,0.00027477716700415,0.0829577766205439,0.113616080164799,"DLPFC","exon"
"e167067",28,"ENSG00000077380.15","ENSG00000077380","protein_coding","DYNC1I2",1781,"InGen",49.2290834834749,1,"ENST00000425485.5",TRUE,-0.106444675111554,0.474305315944163,-4.27533850733242,2.44292712607368e-05,0.0365506267497306,2.34545669648973,"DLPFC","exon"
"e167080",488,"ENSG00000077380.15","ENSG00000077380","protein_coding","DYNC1I2",1781,"InGen",7.22529499925818,1,"ENST00000482454.5",TRUE,-0.064471375734042,1.940961347629,-3.57324501395302,0.000400193325157579,0.0954993719080135,-0.391732196363669,"DLPFC","exon"
"e173180",1088,"ENSG00000162998.4","ENSG00000162998","protein_coding","FRZB",2487,"InGen",0.532028541797879,1,"ENST00000295113.4",TRUE,0.238013335819684,-1.21025797298854,3.8482980334312,0.000140519152343957,0.0657939870059309,0.824311145367057,"DLPFC","exon"
"e174405",265,"ENSG00000151687.14","ENSG00000151687","protein_coding","ANKAR",150709,"InGen",1.33684138053152,2,"c(""ENST00000433782.6""; ""ENST00000520309.5"")",TRUE,-0.149620169434967,-1.51100291579578,-3.69622252631078,0.000252609611337788,0.0808620051406769,0.295424634789148,"DLPFC","exon"
"e174447",270,"ENSG00000151687.14","ENSG00000151687","protein_coding","ANKAR",150709,"InGen",1.32828409189255,1,"ENST00000313581.4",TRUE,-0.14643971698541,-1.49372951863098,-3.63112086447122,0.000322788539218773,0.0893825927100166,0.089887464699892,"DLPFC","exon"
"e174459",271,"ENSG00000151687.14","ENSG00000151687","protein_coding","ANKAR",150709,"InGen",1.32454534574912,1,"ENST00000474303.5",TRUE,-0.146795292042887,-1.49230939358152,-3.64523797664239,0.000306169583889489,0.0865442994209873,0.134682404661973,"DLPFC","exon"
"e174900",2301,"ENSG00000151690.14","ENSG00000151690","protein_coding","MFSD6",54842,"InGen",9.14082749309626,2,"c(""ENST00000392328.5""; ""ENST00000281416.11"")",TRUE,-0.0663383407973709,4.68852440805828,-3.66982899633569,0.000279126149039774,0.0837847550210819,-0.324790779990719,"DLPFC","exon"
"e174915",2099,"ENSG00000151690.14","ENSG00000151690","protein_coding","MFSD6",54842,"InGen",9.47642839623921,1,"ENST00000434582.5",TRUE,-0.0657371059972945,4.60369625932742,-3.65258635205278,0.000297840634001698,0.0855931392422429,-0.377118477515203,"DLPFC","exon"
"e175030",164,"ENSG00000115419.12","ENSG00000115419","protein_coding","GLS",2744,"InGen",80.9822038974379,3,"c(""ENST00000320717.7""; ""ENST00000338435.8""; ""ENST00000417154.5"")",TRUE,-0.045024487625815,4.12248257156332,-3.7648611018694,0.000194323633060461,0.0735325410552909,0.0651630909529226,"DLPFC","exon"
"e175042",2723,"ENSG00000115419.12","ENSG00000115419","protein_coding","GLS",2744,"InGen",25.8955196109461,1,"ENST00000320717.7",TRUE,-0.0592844108670642,6.58447726197765,-3.97223998006518,8.58912849147385e-05,0.0581623155107619,0.590877083568936,"DLPFC","exon"
"e175066",273,"ENSG00000115419.12","ENSG00000115419","protein_coding","GLS",2744,"InGen",48.9098529809369,1,"ENST00000469774.1",TRUE,-0.0443972129601435,4.12942686242449,-3.71102051820111,0.000238799573162236,0.0789287208810943,-0.127491611362472,"DLPFC","exon"
"e175108",329,"ENSG00000115419.12","ENSG00000115419","protein_coding","GLS",2744,"InGen",31.9725268620146,1,"ENST00000409428.5",TRUE,-0.0534996883420804,3.77664572333747,-3.58247244320405,0.000386783893299798,0.0945709277669762,-0.542039895611106,"DLPFC","exon"
"e175117",341,"ENSG00000115419.12","ENSG00000115419","protein_coding","GLS",2744,"InGen",32.1127162291885,1,"ENST00000412247.1",TRUE,-0.0534450465844691,3.83525829627119,-3.58064227844679,0.000389409527419834,0.0947705489416555,-0.553854100210668,"DLPFC","exon"
"e176456",29,"ENSG00000065413.17","ENSG00000065413","protein_coding","ANKRD44",91526,"InGen",0.646928599710588,1,"ENST00000328737.6",TRUE,-0.555431261697949,-5.86089131404237,-4.1278503233023,4.54687845881915e-05,0.0467154067314476,-1.08750264208694,"DLPFC","exon"
"e177078",183,"ENSG00000238217.5","ENSG00000238217","lincRNA","",101927641,"InGen",0.571554237755277,2,"c(""ENST00000439734.5""; ""ENST00000453035.1"")",TRUE,-0.441669662351893,-3.66334139400018,-3.73000502151421,0.000222122654667314,0.0769796821939795,-0.316643162339715,"DLPFC","exon"
"e178566",2493,"ENSG00000003400.14","ENSG00000003400","protein_coding","CASP10",843,"InGen",0.319172175195916,1,"ENST00000346817.9",TRUE,-0.181970440971087,-0.473638283575919,-3.59638003710193,0.000367367519874386,0.0935120109976532,-0.0287278665421473,"DLPFC","exon"
"e181379",81,"ENSG00000114948.12","ENSG00000114948","protein_coding","ADAM23",8745,"InGen",18.9462790377348,2,"c(""ENST00000264377.7""; ""ENST00000374415.7"")",TRUE,-0.0778547158829985,1.03706036026104,-3.72431475971241,0.000227002372921321,0.0774078091661706,0.236722474061253,"DLPFC","exon"
"e181387",3552,"ENSG00000114948.12","ENSG00000114948","protein_coding","ADAM23",8745,"InGen",5.64637377587969,1,"ENST00000264377.7",TRUE,-0.0682511936344525,4.73398930333678,-3.74247394980794,0.00021177340965308,0.0758335586193459,-0.072945893699492,"DLPFC","exon"
"e182682",138,"ENSG00000115361.7","ENSG00000115361","protein_coding","ACADL",33,"InGen",1.10752045891129,1,"ENST00000233710.3",TRUE,0.280632864240817,-2.85489120474496,4.12550180417746,4.59141806127489e-05,0.0467672388854307,1.22734181092227,"DLPFC","exon"
"e182683",165,"ENSG00000115361.7","ENSG00000115361","protein_coding","ACADL",33,"InGen",1.12582747847246,1,"ENST00000233710.3",TRUE,0.273270282767096,-2.54084287174649,4.39335529987619,1.46711441700492e-05,0.0312589042075449,2.28786620458143,"DLPFC","exon"
"e182691",373,"ENSG00000115361.7","ENSG00000115361","protein_coding","ACADL",33,"InGen",0.625873773478746,1,"ENST00000482502.1",TRUE,0.225716554564079,-2.22174860952001,3.8862464659109,0.00012102295979865,0.0623123448312923,0.760741781136312,"DLPFC","exon"
"e182695",628,"ENSG00000115361.7","ENSG00000115361","protein_coding","ACADL",33,"InGen",0.390066275624422,1,"ENST00000498120.5",TRUE,0.217848286595774,-2.20042796342148,3.78162824016391,0.000182152765475,0.072216521344094,0.436717575572139,"DLPFC","exon"
"e182749",3315,"ENSG00000115365.11","ENSG00000115365","protein_coding","LANCL1",10314,"InGen",26.7766349430235,3,"c(""ENST00000443314.5""; ""ENST00000441020.7""; ""ENST00000450366.6"")",TRUE,-0.0620010002506008,6.72629784473918,-3.69539633109217,0.000253402398995408,0.0808620051406769,-0.437334771186845,"DLPFC","exon"
"e182779",449,"ENSG00000115365.11","ENSG00000115365","protein_coding","LANCL1",10314,"InGen",27.4801004377566,1,"ENST00000233714.8",TRUE,-0.078256166740178,3.86419041317729,-4.28653659138088,2.32868070024384e-05,0.0365112096884593,2.07973391823139,"DLPFC","exon"
"e182789",77,"ENSG00000115365.11","ENSG00000115365","protein_coding","LANCL1",10314,"InGen",71.6551762079611,1,"ENST00000431941.6",TRUE,-0.0801546974299877,2.66120804323886,-4.22756664400448,2.99328226976665e-05,0.0397018348625708,1.94698830994164,"DLPFC","exon"
"e184331",887,"ENSG00000118242.15","ENSG00000118242","protein_coding","MREG",55686,"InGen",1.4263188011315,1,"ENST00000620139.4",TRUE,-0.14383374869899,0.717672740995102,-4.57683418469358,6.49317498469897e-06,0.0221859598816655,3.55182131658951,"DLPFC","exon"
"e184332",935,"ENSG00000118242.15","ENSG00000118242","protein_coding","MREG",55686,"InGen",1.40325559999218,1,"ENST00000620139.4",TRUE,-0.128511784718979,0.808972794101128,-4.1986502458152,3.38192435064165e-05,0.0417823584034429,2.0135859673529,"DLPFC","exon"
"e184337",508,"ENSG00000118242.15","ENSG00000118242","protein_coding","MREG",55686,"InGen",1.99746557390883,1,"ENST00000263268.10",TRUE,-0.149271241048528,0.399859608781212,-4.61630215635249,5.42962748460994e-06,0.0211107642816575,3.73905352605872,"DLPFC","exon"
"e184402",2863,"ENSG00000163449.10","ENSG00000163449","protein_coding","TMEM169",92691,"InGen",1.38135214558099,1,"ENST00000454545.5",TRUE,-0.0711819839786315,2.0200950775959,-3.64493526870792,0.000306517338123847,0.0865525132643442,-0.152724749888076,"DLPFC","exon"
"e184408",2864,"ENSG00000163449.10","ENSG00000163449","protein_coding","TMEM169",92691,"InGen",1.38087520781512,1,"ENST00000295658.8",TRUE,-0.0711797038108668,2.02010776621838,-3.64483280517949,0.000306635133468665,0.0865525132643442,-0.153079902852141,"DLPFC","exon"
"e185818",180,"ENSG00000135913.10","ENSG00000135913","protein_coding","USP37",57695,"InGen",4.9290637194791,3,"c(""ENST00000258399.7""; ""ENST00000418019.5""; ""ENST00000338465.5"")",TRUE,0.104383847392245,-0.128266667140815,3.80272002061211,0.000167863380474082,0.0698073348007048,0.638225669823756,"DLPFC","exon"
"e185844",220,"ENSG00000135913.10","ENSG00000135913","protein_coding","USP37",57695,"InGen",4.14494149488696,1,"ENST00000454775.5",TRUE,0.0986478398142706,-0.0938146892988319,3.60124501993916,0.000360794321121918,0.0926715636356825,-0.0523541415119038,"DLPFC","exon"
"e189821",93,"ENSG00000135905.18","ENSG00000135905","protein_coding","DOCK10",55619,"InGen",12.2763256739183,2,"c(""ENST00000409592.7""; ""ENST00000258390.11"")",TRUE,-0.18040869203162,-0.0970329998293684,-3.96806775376971,8.73445570559882e-05,0.0582258549155625,1.22801052228758,"DLPFC","exon"
"e189822",119,"ENSG00000135905.18","ENSG00000135905","protein_coding","DOCK10",55619,"InGen",11.6053706974229,2,"c(""ENST00000409592.7""; ""ENST00000258390.11"")",TRUE,-0.167698948076372,0.222694657651811,-3.88407506154358,0.000122065669866131,0.0626250576358602,0.895926805516071,"DLPFC","exon"
"e189828",97,"ENSG00000135905.18","ENSG00000135905","protein_coding","DOCK10",55619,"InGen",18.9856416692944,2,"c(""ENST00000409592.7""; ""ENST00000258390.11"")",TRUE,-0.153238642322493,0.599156165177157,-3.55661879871151,0.000425462057535054,0.0976421662630263,-0.281408750384384,"DLPFC","exon"
"e189829",45,"ENSG00000135905.18","ENSG00000135905","protein_coding","DOCK10",55619,"InGen",22.8641263259341,3,"c(""ENST00000409592.7""; ""ENST00000258390.11""; ""ENST00000422684.1"")",TRUE,-0.176466668087461,-0.246070154453194,-3.80412531543588,0.000166949951041778,0.0696942236147383,0.654984919811359,"DLPFC","exon"
"e189832",112,"ENSG00000135905.18","ENSG00000135905","protein_coding","DOCK10",55619,"InGen",13.4234618099998,3,"c(""ENST00000409592.7""; ""ENST00000258390.11""; ""ENST00000422684.1"")",TRUE,-0.166694201975977,0.31676276103573,-3.90598835012761,0.00011192209690638,0.061486540063239,0.96533257214518,"DLPFC","exon"
